cluster	proteomes_count	UP000827084	UP000241824	UP001805215	UP000426033	UP001064402	UP001251091	UP000663399
UPI0021C074CC	1	0	0	0	0	1	0	0
UPI0021C073BB	1	0	0	0	0	1	0	0
UPI0021C072FF	1	0	0	0	0	1	0	0
UPI0021C0727E	1	0	0	0	0	1	0	0
UPI0021C06E3B	1	0	0	0	0	1	0	0
UPI0021C065FA	1	0	0	0	0	1	0	0
UPI0021C06067	1	0	0	0	0	1	0	0
UPI0021C05462	1	0	0	0	0	1	0	0
UPI0021C04F7E	1	0	0	0	0	1	0	0
UPI0021C04B6D	1	0	0	0	0	1	0	0
UPI0021C0436E	1	0	0	0	0	2	0	0
UPI0021C03AAC	1	0	0	0	0	1	0	0
UPI0021C039B2	1	0	0	0	0	1	0	0
UPI0021C03770	1	0	0	0	0	1	0	0
UPI0021C033FF	1	0	0	0	0	1	0	0
UPI0021C02BC7	1	0	0	0	0	1	0	0
UPI0021C02B14	1	0	0	0	0	1	0	0
UPI0021C0284B	1	0	0	0	0	1	0	0
UPI0021C027B7	1	0	0	0	0	1	0	0
UPI0021C024C9	1	0	0	0	0	1	0	0
UPI0021C022B9	1	0	0	0	0	1	0	0
UPI0021C017AD	1	0	0	0	0	1	0	0
UPI0021C016C9	1	0	0	0	0	1	0	0
UPI0021C010C5	1	0	0	0	0	1	0	0
UPI0021C00EBF	1	0	0	0	0	1	0	0
UPI0021C005A7	1	0	0	0	0	1	0	0
UPI0021BFFDF7	1	0	0	0	0	1	0	0
UPI0021BFF3C3	1	0	0	0	0	1	0	0
UPI0021BFE912	1	0	0	0	0	1	0	0
UPI0021BFE6C1	1	0	0	0	0	1	0	0
UPI0021BFE05A	1	0	0	0	0	1	0	0
UPI0021BFD70C	1	0	0	0	0	1	0	0
UPI0021BFCEE3	1	0	0	0	0	1	0	0
UPI0021BFCE97	1	0	0	0	0	1	0	0
UPI0021BFC97F	1	0	0	0	0	1	0	0
UPI0021BFC737	1	0	0	0	0	1	0	0
UPI0021BFC3FC	1	0	0	0	0	1	0	0
UPI0021BFB188	1	0	0	0	0	1	0	0
UPI0021BFB0EA	1	0	0	0	0	1	0	0
UPI0021BF94E5	1	0	0	0	0	1	0	0
UPI0021BF93E1	1	0	0	0	0	1	0	0
UPI0021BF901D	1	0	0	0	0	1	0	0
UPI0021BF8D37	1	0	0	0	0	1	0	0
UPI0021BF8CE0	1	0	0	0	0	1	0	0
UPI0021BF7E45	1	0	0	0	0	1	0	0
UPI0021BF6E7F	1	0	0	0	0	1	0	0
UPI0021BF6B1C	1	0	0	0	0	1	0	0
UPI0021BF676A	1	0	0	0	0	1	0	0
UPI0021BF5CD6	1	0	0	0	0	1	0	0
UPI0021BF5BA1	1	0	0	0	0	6	0	0
UPI0021BF4EE3	1	0	0	0	0	1	0	0
UPI0021BF46BA	1	0	0	0	0	2	0	0
UPI0021BF326E	1	0	0	0	0	1	0	0
UPI0021BF2C8A	1	0	0	0	0	1	0	0
UPI0021BF287D	1	0	0	0	0	1	0	0
UPI0021BF27DB	1	0	0	0	0	1	0	0
UPI0021BF240A	1	0	0	0	0	1	0	0
UPI0021BF22C1	1	0	0	0	0	1	0	0
UPI0021BF20ED	1	0	0	0	0	1	0	0
UPI0021BF0B36	1	0	0	0	0	2	0	0
UPI0021BEFD5B	1	0	0	0	0	1	0	0
UPI0021BEF6F2	1	0	0	0	0	1	0	0
UPI0021BEF6D6	1	0	0	0	0	1	0	0
UPI0021BEF2D3	1	0	0	0	0	1	0	0
UPI0021BEEFE3	1	0	0	0	0	1	0	0
UPI0021BEEA93	1	0	0	0	0	1	0	0
UPI0021BEE86B	1	0	0	0	0	1	0	0
UPI0021BEDDCD	1	0	0	0	0	1	0	0
UPI0021BEDC85	1	0	0	0	0	2	0	0
UPI0021BEDB3C	1	0	0	0	0	1	0	0
UPI0021BED53C	1	0	0	0	0	2	0	0
UPI0021BED330	1	0	0	0	0	1	0	0
UPI0021BEC8AB	1	0	0	0	0	1	0	0
UPI0021BEC4AB	1	0	0	0	0	1	0	0
UPI0021BEC33B	1	0	0	0	0	1	0	0
UPI0021BEBF37	1	0	0	0	0	1	0	0
UPI0021BEBD5F	1	0	0	0	0	1	0	0
UPI0021BEB767	1	0	0	0	0	1	0	0
UPI0021BEB26E	1	0	0	0	0	1	0	0
UPI0021BEA95D	1	0	0	0	0	2	0	0
UPI0021BEA0DC	1	0	0	0	0	1	0	0
UPI0021BE9586	1	0	0	0	0	1	0	0
UPI0021BE92E2	1	0	0	0	0	1	0	0
UPI0021BE887C	1	0	0	0	0	1	0	0
UPI0021BE7ED6	1	0	0	0	0	1	0	0
UPI0021BE71E6	1	0	0	0	0	1	0	0
UPI0021BE6B60	1	0	0	0	0	1	0	0
UPI0021BE65E6	1	0	0	0	0	1	0	0
UPI0021BE5E8A	1	0	0	0	0	1	0	0
UPI0021BE5A94	1	0	0	0	0	1	0	0
UPI0021BE5252	1	0	0	0	0	1	0	0
UPI0021BE487C	1	0	0	0	0	1	0	0
UPI0021BE431F	1	0	0	0	0	1	0	0
UPI0021BE35C3	1	0	0	0	0	1	0	0
UPI0021BE2C51	1	0	0	0	0	1	0	0
UPI0021BE2B6E	1	0	0	0	0	1	0	0
UPI0021BE2957	1	0	0	0	0	1	0	0
UPI0021BE2884	1	0	0	0	0	1	0	0
UPI0021BE22DD	1	0	0	0	0	1	0	0
UPI0021BE2043	1	0	0	0	0	1	0	0
UPI0021BE0954	1	0	0	0	0	1	0	0
UPI0021BE0947	1	0	0	0	0	1	0	0
UPI0021BE08AC	1	0	0	0	0	2	0	0
UPI0021BE03FC	1	0	0	0	0	1	0	0
UPI0021BDFE46	1	0	0	0	0	1	0	0
UPI0021BDF4A8	1	0	0	0	0	1	0	0
UPI0021BA94B7	1	0	0	1	0	0	0	0
UPI00217F0893	1	0	0	1	0	0	0	0
UPI00217F0822	1	0	0	1	0	0	0	0
UPI00217EBC6B	1	0	0	1	0	0	0	0
UPI00217EBA37	1	0	0	1	0	0	0	0
UPI00217EAC7B	1	0	0	1	0	0	0	0
UPI00217EA4D8	1	0	0	1	0	0	0	0
UPI00217E8370	1	0	0	0	0	2	0	0
UPI00217E5997	1	0	0	1	0	0	0	0
UPI00217E2356	1	0	0	0	0	2	0	0
UPI00217E0D16	1	0	0	1	0	0	0	0
UPI00217E0D14	1	0	0	0	0	1	0	0
UPI00217DAE15	1	0	0	1	0	0	0	0
UPI00217D888A	1	0	0	0	0	2	0	0
UPI00217D6B54	1	0	0	1	0	0	0	0
UPI00217D3E38	1	0	0	1	0	0	0	0
UPI00217D2A81	1	0	0	1	0	0	0	0
UPI00217D26C6	1	0	0	0	0	1	0	0
UPI00217D2366	1	0	0	0	0	0	1	0
UPI00217D095C	1	0	0	1	0	0	0	0
UPI00217D06D6	1	0	0	1	0	0	0	0
UPI00217CF5DF	1	0	0	1	0	0	0	0
UPI00217CDE7F	1	0	0	1	0	0	0	0
UPI00216A8E84	1	0	0	1	0	0	0	0
UPI00216A8318	1	0	0	1	0	0	0	0
UPI002169C239	1	0	0	1	0	0	0	0
UPI002168E3C3	1	0	0	1	0	0	0	0
UPI002167FBFE	1	0	0	1	0	0	0	0
UPI0021672064	1	0	0	1	0	0	0	0
UPI002166F2E2	1	0	0	1	0	0	0	0
UPI00215D6A51	1	0	0	0	0	1	0	0
UPI00201094EE	1	0	0	1	0	0	0	0
UPI0020107B21	1	0	0	1	0	0	0	0
UPI0020106BC9	1	0	0	1	0	0	0	0
UPI0020102D8D	1	0	0	1	0	0	0	0
UPI002010020B	1	0	0	1	0	0	0	0
UPI00200FC9CB	1	0	0	2	0	0	0	0
UPI00200FAE32	1	0	0	1	0	0	0	0
UPI00200F822B	1	0	0	1	0	0	0	0
UPI00200F25EC	1	0	0	1	0	0	0	0
UPI00200F1FCA	1	0	0	1	0	0	0	0
UPI00200ED1D5	1	0	0	1	0	0	0	0
UPI00200EB55E	1	0	0	1	0	0	0	0
UPI00200E996B	1	0	0	1	0	0	0	0
UPI00200E93BA	1	0	0	1	0	0	0	0
UPI00200E41A0	1	0	0	1	0	0	0	0
UPI00200E374B	1	0	0	1	0	0	0	0
UPI00200DE8FA	1	0	0	1	0	0	0	0
UPI00200DBF2E	1	0	0	1	0	0	0	0
UPI00200D9C42	1	0	0	2	0	0	0	0
UPI00200D83F2	1	0	0	2	0	0	0	0
UPI00200D1F3D	1	0	0	1	0	0	0	0
UPI00200D1C4B	1	0	0	1	0	0	0	0
UPI00200C50FE	1	0	0	1	0	0	0	0
UPI00200C1245	1	0	0	1	0	0	0	0
UPI00200BF1CE	1	0	0	2	0	0	0	0
UPI00200BCA7D	1	0	0	1	0	0	0	0
UPI002006D5F8	1	0	0	0	0	1	0	0
UPI0020062FD0	1	0	0	0	0	1	0	0
UPI0020056845	1	0	0	0	0	0	1	0
UPI00200555B5	1	0	0	0	0	1	0	0
UPI0020051C79	1	0	0	0	0	1	0	0
UPI002004D563	1	0	0	1	0	0	0	0
UPI002004C3E8	1	0	0	0	0	0	1	0
UPI00200485CD	1	0	0	1	0	0	0	0
UPI002004807F	1	0	0	0	0	0	1	0
UPI002003D2BF	1	0	0	1	0	0	0	0
UPI002003C32D	1	0	0	0	0	0	1	0
UPI0020031A94	1	0	0	0	0	1	0	0
UPI00200309D7	1	0	0	0	0	1	0	0
UPI002002F78E	1	0	0	0	0	1	0	0
UPI002002D949	1	0	0	1	0	0	0	0
UPI001F553FD3	1	0	0	0	0	1	0	0
UPI001D0D45E6	1	0	0	0	0	1	0	0
UPI001CD6B2ED	1	0	0	0	0	1	0	0
UPI001CC766F0	1	0	0	1	0	0	0	0
UPI001CC3FED2	1	0	0	1	0	0	0	0
UPI001CC3DF19	1	0	0	1	0	0	0	0
UPI001C5BCB6C	1	0	0	0	0	0	1	0
UPI001C5AD63C	1	0	0	0	0	0	1	0
UPI001C25A692	1	0	0	0	0	0	1	0
UPI001BC27EE0	1	0	0	1	0	0	0	0
UPI001BBEF21E	1	0	0	0	0	2	0	0
UPI001BBEAD49	1	0	0	1	0	0	0	0
UPI001BBE1EC1	1	0	0	0	0	2	0	0
UPI001BBC5D45	1	0	0	1	0	0	0	0
UPI001BBBC427	1	0	0	1	0	0	0	0
UPI001BBB6BF8	1	0	0	0	0	2	0	0
UPI001BBAFAB0	1	0	0	1	0	0	0	0
UPI001BB068E4	1	0	0	0	0	0	1	0
UPI001B71521C	1	0	0	0	0	1	0	0
UPI001B1ACF0F	1	0	0	0	0	1	0	0
UPI001B1A1D8D	1	0	0	0	0	1	0	0
UPI001B0C3F88	1	0	0	0	0	1	0	0
UPI001B063BFA	1	0	0	0	0	1	0	0
UPI001AFE889B	1	0	0	0	0	1	0	0
UPI001A28FC22	1	0	0	1	0	0	0	0
UPI001980F5DA	1	0	0	0	0	0	0	1
UPI0018E75DAA	1	0	0	1	0	0	0	0
UPI0018E747C5	1	0	0	1	0	0	0	0
UPI0018E3C24C	1	0	0	1	0	0	0	0
UPI00188C2BE9	1	0	0	1	0	0	0	0
UPI0016739758	1	0	0	0	0	1	0	0
UPI0015F07CB8	1	0	0	1	0	0	0	0
UPI0015EAED5E	1	0	0	0	0	2	0	0
UPI0015EA56EB	1	0	0	0	0	2	0	0
UPI0015E9E6AA	1	0	0	0	0	2	0	0
UPI0015E9AB29	1	0	0	0	0	2	0	0
UPI0015E477F4	1	0	0	1	0	0	0	0
UPI0015679908	1	0	0	0	0	0	1	0
UPI0015679360	1	0	0	0	0	0	1	0
UPI001565CB4E	1	0	0	0	0	0	1	0
UPI0015654CB9	1	0	0	0	0	0	1	0
UPI0015654527	1	0	0	0	0	0	1	0
UPI0015653D5B	1	0	0	0	0	0	1	0
UPI001564D231	1	0	0	0	0	0	1	0
UPI001564CE5B	1	0	0	0	0	0	1	0
UPI001564C031	1	0	0	0	0	0	1	0
UPI001564A6FD	1	0	0	0	0	0	1	0
UPI0015642A42	1	0	0	0	0	0	1	0
UPI0015637440	1	0	0	0	0	0	1	0
UPI0015634486	1	0	0	0	0	0	1	0
UPI0015630352	1	0	0	0	0	0	1	0
UPI001558AC81	1	0	0	1	0	0	0	0
UPI001355FB38	1	0	0	1	0	0	0	0
UPI001355E297	1	0	0	1	0	0	0	0
UPI001355D086	1	0	0	1	0	0	0	0
UPI001355CE4D	1	0	0	1	0	0	0	0
UPI001355C5C9	1	0	0	1	0	0	0	0
UPI0013559DE9	1	0	0	1	0	0	0	0
UPI001355287D	1	0	0	1	0	0	0	0
UPI0013550836	1	0	0	1	0	0	0	0
UPI001354FAF6	1	0	0	0	0	1	0	0
UPI001354EB3F	1	0	0	1	0	0	0	0
UPI001354BDBF	1	0	0	1	0	0	0	0
UPI001354B709	1	0	0	1	0	0	0	0
UPI0013548DC0	1	0	0	1	0	0	0	0
UPI0013547ADD	1	0	0	1	0	0	0	0
UPI00135436EF	1	0	0	1	0	0	0	0
UPI0013540349	1	0	0	1	0	0	0	0
UPI001353F254	1	0	0	1	0	0	0	0
UPI001353E9D7	1	0	0	1	0	0	0	0
UPI0013539844	1	0	0	1	0	0	0	0
UPI0013537633	1	0	0	1	0	0	0	0
UPI00135344A3	1	0	0	1	0	0	0	0
UPI001353444D	1	0	0	1	0	0	0	0
UPI0013530809	1	0	0	1	0	0	0	0
UPI001352E455	1	0	0	1	0	0	0	0
UPI001352B7EA	1	0	0	1	0	0	0	0
UPI0013522F66	1	0	0	1	0	0	0	0
UPI0013521AC6	1	0	0	1	0	0	0	0
UPI0012DEFCC3	1	0	0	0	1	0	0	0
UPI0012DC6FFC	1	0	0	0	1	0	0	0
UPI0012492CA2	1	0	0	0	1	0	0	0
UPI0012469905	1	0	0	0	1	0	0	0
UPI0012461C09	1	0	0	0	1	0	0	0
UPI001244E335	1	0	0	0	1	0	0	0
UPI001244CF38	1	0	0	0	1	0	0	0
UPI00124488E5	1	0	0	0	1	0	0	0
UPI0012442ECF	1	0	0	0	1	0	0	0
UPI0011DA1135	1	0	0	0	0	1	0	0
UPI0011D80724	1	0	0	0	0	1	0	0
UPI0011D3001B	1	0	0	0	0	1	0	0
UPI0011C05A1F	1	0	0	0	1	0	0	0
UPI0011BBB789	1	0	0	1	0	0	0	0
UPI00112EC66F	1	0	0	1	0	0	0	0
UPI00112E9511	1	0	0	1	0	0	0	0
UPI00112E684F	1	0	0	1	0	0	0	0
UPI00112C5AA7	1	0	0	0	0	1	0	0
UPI001127F93F	1	0	0	1	0	0	0	0
UPI00103CB447	1	0	0	1	0	0	0	0
UPI000FE1EE09	1	0	0	0	0	0	0	1
UPI000F70C534	1	0	0	0	0	1	0	0
UPI000F6E5878	1	0	0	1	0	0	0	0
UPI000E7E825F	1	0	0	1	0	0	0	0
UPI000E1B6719	1	0	0	0	0	1	0	0
UPI000E083481	1	0	0	0	0	1	0	0
UPI000E082640	1	0	0	0	0	1	0	0
UPI000E07EF3D	1	0	0	0	0	0	1	0
UPI000E070D82	1	0	0	0	0	1	0	0
UPI000E06C427	1	0	0	0	0	1	0	0
UPI000E062588	1	0	0	0	0	1	0	0
UPI000E04E6AC	1	0	0	0	0	0	1	0
UPI000E0290CE	1	0	0	0	0	1	0	0
UPI000E00E2E5	1	0	0	0	0	1	0	0
UPI000DFF4E6B	1	0	0	0	0	1	0	0
UPI000DFEEA18	1	0	0	0	0	1	0	0
UPI000DFE7CC2	1	0	0	0	0	1	0	0
UPI000DFE6BD5	1	0	0	0	0	0	1	0
UPI000DFE5A4D	1	0	0	0	0	1	0	0
UPI000DFDCE8C	1	0	0	0	0	1	0	0
UPI000DFDA599	1	0	0	0	0	1	0	0
UPI000DFC763D	1	0	0	0	0	1	0	0
UPI000DFB1A32	1	0	0	0	0	1	0	0
UPI000DF99A3E	1	0	0	0	0	1	0	0
UPI000DF97F1A	1	0	0	0	0	1	0	0
UPI000DF8C264	1	0	0	0	0	1	0	0
UPI000DEAC9E4	1	0	0	0	0	0	1	0
UPI000DB16218	1	0	0	1	0	0	0	0
UPI000D3BF07A	1	0	0	0	0	0	1	0
UPI000D326F17	1	0	0	1	0	0	0	0
UPI000D22CBA2	1	0	1	0	0	0	0	0
UPI000D22CA25	1	0	1	0	0	0	0	0
UPI000D22C975	1	0	1	0	0	0	0	0
UPI000D22C81F	1	0	1	0	0	0	0	0
UPI000D22C6C0	1	0	1	0	0	0	0	0
UPI000D22C65D	1	0	1	0	0	0	0	0
UPI000D22C4A3	1	0	1	0	0	0	0	0
UPI000D22C3D1	1	0	1	0	0	0	0	0
UPI000D22C378	1	0	1	0	0	0	0	0
UPI000D22C01F	1	0	1	0	0	0	0	0
UPI000D22BD92	1	0	1	0	0	0	0	0
UPI000D22BD8D	1	0	1	0	0	0	0	0
UPI000D22BBAE	1	0	1	0	0	0	0	0
UPI000D22B985	1	0	1	0	0	0	0	0
UPI000D22B659	1	0	1	0	0	0	0	0
UPI000D22B3B9	1	0	1	0	0	0	0	0
UPI000D22B387	1	0	1	0	0	0	0	0
UPI000D22B124	1	0	1	0	0	0	0	0
UPI000D22AC90	1	0	1	0	0	0	0	0
UPI000D22AC27	1	0	1	0	0	0	0	0
UPI000D22AB97	1	0	1	0	0	0	0	0
UPI000D22AAAA	1	0	1	0	0	0	0	0
UPI000D22AA64	1	0	1	0	0	0	0	0
UPI000D22A9B9	1	0	1	0	0	0	0	0
UPI000D22A955	1	0	1	0	0	0	0	0
UPI000D22A8BF	1	0	1	0	0	0	0	0
UPI000D22A828	1	0	1	0	0	0	0	0
UPI000D22A820	1	0	1	0	0	0	0	0
UPI000D22A714	1	0	1	0	0	0	0	0
UPI000D22A6FC	1	0	1	0	0	0	0	0
UPI000D22A555	1	0	1	0	0	0	0	0
UPI000D22A536	1	0	1	0	0	0	0	0
UPI000D22A2B4	1	0	1	0	0	0	0	0
UPI000D22A05C	1	0	1	0	0	0	0	0
UPI000D229F25	1	0	1	0	0	0	0	0
UPI000D229F12	1	0	1	0	0	0	0	0
UPI000D229E43	1	0	1	0	0	0	0	0
UPI000D229E30	1	0	1	0	0	0	0	0
UPI000D229DC2	1	0	1	0	0	0	0	0
UPI000D229D1A	1	0	1	0	0	0	0	0
UPI000D229D12	1	0	1	0	0	0	0	0
UPI000D229931	1	0	1	0	0	0	0	0
UPI000D229911	1	0	1	0	0	0	0	0
UPI000D2297EE	1	0	1	0	0	0	0	0
UPI000D2296B4	1	0	1	0	0	0	0	0
UPI000D229697	1	0	1	0	0	0	0	0
UPI000D2295C2	1	0	1	0	0	0	0	0
UPI000D229567	1	0	1	0	0	0	0	0
UPI000D229536	1	0	1	0	0	0	0	0
UPI000D2292EF	1	0	1	0	0	0	0	0
UPI000D228DC0	1	0	1	0	0	0	0	0
UPI000D228CDC	1	0	1	0	0	0	0	0
UPI000D228CA8	1	0	1	0	0	0	0	0
UPI000D228A4B	1	0	1	0	0	0	0	0
UPI000D2288EF	1	0	1	0	0	0	0	0
UPI000D2287C2	1	0	1	0	0	0	0	0
UPI000D228605	1	0	1	0	0	0	0	0
UPI000D228272	1	0	1	0	0	0	0	0
UPI000D227FC4	1	0	1	0	0	0	0	0
UPI000D227C50	1	0	1	0	0	0	0	0
UPI000D227C1C	1	0	1	0	0	0	0	0
UPI000D227AFE	1	0	1	0	0	0	0	0
UPI000D227A75	1	0	1	0	0	0	0	0
UPI000D2275F8	1	0	1	0	0	0	0	0
UPI000D2275DB	1	0	1	0	0	0	0	0
UPI000D227400	1	0	1	0	0	0	0	0
UPI000D22737C	1	0	1	0	0	0	0	0
UPI000D2270D0	1	0	1	0	0	0	0	0
UPI000D2270CF	1	0	1	0	0	0	0	0
UPI000D226F6F	1	0	1	0	0	0	0	0
UPI000D226D82	1	0	1	0	0	0	0	0
UPI000D226D23	1	0	1	0	0	0	0	0
UPI000D226CC0	1	0	1	0	0	0	0	0
UPI000D226B53	1	0	1	0	0	0	0	0
UPI000D22676C	1	0	1	0	0	0	0	0
UPI000D2266B9	1	0	1	0	0	0	0	0
UPI000D226217	1	0	1	0	0	0	0	0
UPI000D2261DA	1	0	1	0	0	0	0	0
UPI000D22619D	1	0	1	0	0	0	0	0
UPI000D2260EB	1	0	1	0	0	0	0	0
UPI000D22607E	1	0	1	0	0	0	0	0
UPI000D225C94	1	0	1	0	0	0	0	0
UPI000D225C01	1	0	1	0	0	0	0	0
UPI000D225A5F	1	0	1	0	0	0	0	0
UPI000D22565C	1	0	1	0	0	0	0	0
UPI000D225587	1	0	1	0	0	0	0	0
UPI000D2254CB	1	0	1	0	0	0	0	0
UPI000D2254C2	1	0	1	0	0	0	0	0
UPI000D225216	1	0	1	0	0	0	0	0
UPI000D2251E1	1	0	1	0	0	0	0	0
UPI000D224E74	1	0	1	0	0	0	0	0
UPI000D224E1B	1	0	1	0	0	0	0	0
UPI000D224D6A	1	0	1	0	0	0	0	0
UPI000D224D0F	1	0	1	0	0	0	0	0
UPI000D224C72	1	0	1	0	0	0	0	0
UPI000D224AE8	1	0	1	0	0	0	0	0
UPI000D224A61	1	0	1	0	0	0	0	0
UPI000D224A5D	1	0	1	0	0	0	0	0
UPI000D224820	1	0	1	0	0	0	0	0
UPI000D2247E5	1	0	1	0	0	0	0	0
UPI000D22476A	1	0	1	0	0	0	0	0
UPI000D2246DE	1	0	1	0	0	0	0	0
UPI000D224629	1	0	1	0	0	0	0	0
UPI000D224392	1	0	1	0	0	0	0	0
UPI000D224390	1	0	1	0	0	0	0	0
UPI000D224130	1	0	1	0	0	0	0	0
UPI000D223F44	1	0	1	0	0	0	0	0
UPI000D223F34	1	0	1	0	0	0	0	0
UPI000D223EAC	1	0	1	0	0	0	0	0
UPI000D223E08	1	0	1	0	0	0	0	0
UPI000D223DC9	1	0	1	0	0	0	0	0
UPI000D223C40	1	0	1	0	0	0	0	0
UPI000D223B20	1	0	1	0	0	0	0	0
UPI000D22384B	1	0	1	0	0	0	0	0
UPI000D2237BE	1	0	1	0	0	0	0	0
UPI000D22373D	1	0	1	0	0	0	0	0
UPI000D2236C6	1	0	1	0	0	0	0	0
UPI000D2234B4	1	0	1	0	0	0	0	0
UPI000D22346C	1	0	1	0	0	0	0	0
UPI000D2233A1	1	0	1	0	0	0	0	0
UPI000D223368	1	0	1	0	0	0	0	0
UPI000D22320D	1	0	1	0	0	0	0	0
UPI000D2230B1	1	0	1	0	0	0	0	0
UPI000D222E0D	1	0	1	0	0	0	0	0
UPI000D222E08	1	0	1	0	0	0	0	0
UPI000D222D55	1	0	1	0	0	0	0	0
UPI000D222A9E	1	0	1	0	0	0	0	0
UPI000D2229C9	1	0	1	0	0	0	0	0
UPI000D22249B	1	0	1	0	0	0	0	0
UPI000D222245	1	0	1	0	0	0	0	0
UPI000D222188	1	0	1	0	0	0	0	0
UPI000D22203D	1	0	1	0	0	0	0	0
UPI000D221AC0	1	0	1	0	0	0	0	0
UPI000D221A4C	1	0	1	0	0	0	0	0
UPI000D2217DD	1	0	1	0	0	0	0	0
UPI000D22175D	1	0	1	0	0	0	0	0
UPI000D221649	1	0	1	0	0	0	0	0
UPI000D2214FC	1	0	1	0	0	0	0	0
UPI000D221421	1	0	1	0	0	0	0	0
UPI000D2213D1	1	0	1	0	0	0	0	0
UPI000D221336	1	0	1	0	0	0	0	0
UPI000D220F0C	1	0	1	0	0	0	0	0
UPI000D220EDF	1	0	1	0	0	0	0	0
UPI000D220DDE	1	0	1	0	0	0	0	0
UPI000D220B96	1	0	1	0	0	0	0	0
UPI000D2208FB	1	0	1	0	0	0	0	0
UPI000D22075A	1	0	1	0	0	0	0	0
UPI000D220580	1	0	1	0	0	0	0	0
UPI000D220278	1	0	1	0	0	0	0	0
UPI000D22023B	1	0	1	0	0	0	0	0
UPI000D220119	1	0	1	0	0	0	0	0
UPI000D21FFEB	1	0	1	0	0	0	0	0
UPI000D21FF77	1	0	1	0	0	0	0	0
UPI000D21FF6D	1	0	1	0	0	0	0	0
UPI000D21FF33	1	0	1	0	0	0	0	0
UPI000D21FEC7	1	0	1	0	0	0	0	0
UPI000D21FDBE	1	0	1	0	0	0	0	0
UPI000D21FDAE	1	0	1	0	0	0	0	0
UPI000D21FD5F	1	0	1	0	0	0	0	0
UPI000D21FC56	1	0	1	0	0	0	0	0
UPI000D21FBAF	1	0	1	0	0	0	0	0
UPI000D21FB41	1	0	1	0	0	0	0	0
UPI000D21F6CE	1	0	1	0	0	0	0	0
UPI000D21F637	1	0	1	0	0	0	0	0
UPI000D21F56D	1	0	1	0	0	0	0	0
UPI000D21F4A0	1	0	1	0	0	0	0	0
UPI000D21F3D4	1	0	1	0	0	0	0	0
UPI000D21F0D8	1	0	1	0	0	0	0	0
UPI000D21EF5F	1	0	1	0	0	0	0	0
UPI000D21EDAD	1	0	1	0	0	0	0	0
UPI000D21EA5B	1	0	1	0	0	0	0	0
UPI000D21E9BA	1	0	1	0	0	0	0	0
UPI000D21E8E2	1	0	1	0	0	0	0	0
UPI000D21E83A	1	0	1	0	0	0	0	0
UPI000D21E7D1	1	0	1	0	0	0	0	0
UPI000D21E7BD	1	0	1	0	0	0	0	0
UPI000D21E798	1	0	1	0	0	0	0	0
UPI000D21E65C	1	0	1	0	0	0	0	0
UPI000D21E5BD	1	0	1	0	0	0	0	0
UPI000D21E4FB	1	0	1	0	0	0	0	0
UPI000D21E43F	1	0	1	0	0	0	0	0
UPI000D21E40B	1	0	1	0	0	0	0	0
UPI000D21E3C7	1	0	1	0	0	0	0	0
UPI000D21E275	1	0	1	0	0	0	0	0
UPI000D21E268	1	0	1	0	0	0	0	0
UPI000D21E107	1	0	1	0	0	0	0	0
UPI000D21DB19	1	0	1	0	0	0	0	0
UPI000D21D958	1	0	1	0	0	0	0	0
UPI000D21D4D0	1	0	1	0	0	0	0	0
UPI000D21D421	1	0	1	0	0	0	0	0
UPI000D21D240	1	0	1	0	0	0	0	0
UPI000D21D1A1	1	0	1	0	0	0	0	0
UPI000D21CD41	1	0	1	0	0	0	0	0
UPI000D21CC72	1	0	1	0	0	0	0	0
UPI000D21CC1D	1	0	1	0	0	0	0	0
UPI000D21C919	1	0	1	0	0	0	0	0
UPI000D21C8C3	1	0	1	0	0	0	0	0
UPI000D21C7ED	1	0	1	0	0	0	0	0
UPI000D21C499	1	0	1	0	0	0	0	0
UPI000D21C42F	1	0	1	0	0	0	0	0
UPI000D21C37C	1	0	1	0	0	0	0	0
UPI000D21C2D9	1	0	1	0	0	0	0	0
UPI000D21C2AA	1	0	1	0	0	0	0	0
UPI000D21C103	1	0	1	0	0	0	0	0
UPI000D21C022	1	0	1	0	0	0	0	0
UPI000D21BF1A	1	0	1	0	0	0	0	0
UPI000D21BC86	1	0	1	0	0	0	0	0
UPI000D21BB80	1	0	1	0	0	0	0	0
UPI000D21BB7C	1	0	1	0	0	0	0	0
UPI000D21B9E1	1	0	1	0	0	0	0	0
UPI000D21B7DF	1	0	1	0	0	0	0	0
UPI000D21B7B4	1	0	1	0	0	0	0	0
UPI000D21B619	1	0	1	0	0	0	0	0
UPI000D21B531	1	0	1	0	0	0	0	0
UPI000D21B402	1	0	1	0	0	0	0	0
UPI000D21B3BD	1	0	1	0	0	0	0	0
UPI000D21B292	1	0	1	0	0	0	0	0
UPI000D21B1F6	1	0	1	0	0	0	0	0
UPI000D21B116	1	0	1	0	0	0	0	0
UPI000D21AE85	1	0	1	0	0	0	0	0
UPI000D21AD3D	1	0	1	0	0	0	0	0
UPI000D21ACA2	1	0	1	0	0	0	0	0
UPI000D21AB4E	1	0	1	0	0	0	0	0
UPI000D21AAB8	1	0	1	0	0	0	0	0
UPI000D21AA20	1	0	1	0	0	0	0	0
UPI000D21A9C1	1	0	6	0	0	0	0	0
UPI000D21A974	1	0	1	0	0	0	0	0
UPI000D21A6E0	1	0	1	0	0	0	0	0
UPI000D21A65D	1	0	1	0	0	0	0	0
