PPid	species_name	UPID	isRP	clusters	in_fasta
pp76759	Pseudomonas monteilii	UP000070654	f	4416	239
pp76759	Pseudomonas monteilii	UP000464593	f	4903	228
pp76759	Pseudomonas monteilii	UP000440965	f	5134	213
pp76759	Pseudomonas monteilii	UP000265875	f	4589	147
pp76759	Pseudomonas monteilii	UP000233399	f	4004	79
pp76759	Pseudomonas monteilii	UP000609331	f	4925	67
pp76759	Pseudomonas monteilii	UP001365910	f	5028	60
pp76759	Pseudomonas monteilii	UP000501464	f	5218	35
pp76759	Pseudomonas monteilii	UP000660441	f	5145	28
pp76759	Pseudomonas monteilii	UP000640990	f	4904	11
pp76759	Pseudomonas monteilii	UP000018660	f	5241	2
pp76759	Pseudomonas monteilii	UP001786512	f	5062	1
pp76759	Pseudomonas monteilii	UP000824844	f	5262	0
pp76760	Pseudomonas rhodesiae	UP000182085	t	5713	5713
pp76760	Pseudomonas rhodesiae	UP000645865	f	5340	422
pp76760	Pseudomonas rhodesiae	UP000283620	f	5230	308
pp76760	Pseudomonas rhodesiae	UP000531024	f	5022	232
pp76760	Pseudomonas rhodesiae	UP000501129	f	4983	218
pp76760	Pseudomonas rhodesiae	UP001227510	f	5011	48
pp76760	Pseudomonas rhodesiae	UP000317595	f	5620	27
pp76760	Pseudomonas rhodesiae	UP001176506	f	5082	26
pp76760	Pseudomonas rhodesiae	UP001221303	f	4151	18
pp76760	Pseudomonas rhodesiae	UP001240294	f	5004	0
pp76760	Pseudomonas rhodesiae	UP000285505	f	5230	0
pp76760	Pseudomonas rhodesiae	UP001558045	f	5267	0
pp76761	Pseudomonas veronii	UP000614123	t	6635	6635
pp76761	Pseudomonas veronii	UP000323244	f	6488	2416
pp76761	Pseudomonas veronii	UP000189932	f	5713	521
pp76761	Pseudomonas veronii	UP000272068	f	5966	433
pp76761	Pseudomonas veronii	UP000245431	f	5960	419
pp76761	Pseudomonas veronii	UP000515232	f	5835	193
pp76761	Pseudomonas veronii	UP000298274	f	5445	113
pp76761	Pseudomonas veronii	UP000286700	f	5623	79
pp76761	Pseudomonas veronii	UP000635896	f	5687	58
pp76761	Pseudomonas veronii	UP000191161	f	5340	51
pp76761	Pseudomonas veronii	UP000274243	f	5794	35
pp76761	Pseudomonas veronii	UP000323909	f	6443	21
pp76761	Pseudomonas veronii	UP001218514	f	5645	13
pp76761	Pseudomonas veronii	UP001206962	f	5601	4
pp76761	Pseudomonas veronii	UP001341177	f	5794	2
pp76761	Pseudomonas veronii	UP000621028	f	6603	2
pp767916	Mycobacterium paraense	UP000193801	t	5307	5307
pp767916	Mycobacterium paraense	UP000193285	f	5250	254
pp767916	Mycobacterium paraense	UP000193323	f	5123	155
pp767916	Mycobacterium paraense	UP000193005	f	5305	15
pp76832	Myroides odoratimimus	UP000005402	t	3502	3502
pp76832	Myroides odoratimimus	UP000004834	f	3379	291
pp76832	Myroides odoratimimus	UP000069030	f	3365	186
pp76832	Myroides odoratimimus	UP000292560	f	3251	146
pp76832	Myroides odoratimimus	UP000184176	f	3368	113
pp76832	Myroides odoratimimus	UP001796404	f	3336	87
pp76832	Myroides odoratimimus	UP001176825	f	3269	87
pp76832	Myroides odoratimimus	UP000003740	f	3425	75
pp76832	Myroides odoratimimus	UP001796413	f	3340	66
pp76832	Myroides odoratimimus	UP000005148	f	3363	58
pp76832	Myroides odoratimimus	UP001375983	f	3336	47
pp76832	Myroides odoratimimus	UP000014547	f	3393	45
pp76832	Myroides odoratimimus	UP001231023	f	3345	39
pp76832	Myroides odoratimimus	UP001372436	f	3375	33
pp76832	Myroides odoratimimus	UP000052233	f	3424	31
pp76832	Myroides odoratimimus	UP001379336	f	2833	15
pp76832	Myroides odoratimimus	UP001631914	f	3271	10
pp76832	Myroides odoratimimus	UP001382747	f	3334	9
pp76832	Myroides odoratimimus	UP001796412	f	3235	7
pp76832	Myroides odoratimimus	UP001675721	f	3170	2
pp76832	Myroides odoratimimus	UP001796739	f	3348	1
pp76832	Myroides odoratimimus	UP001239208	f	3336	1
pp76832	Myroides odoratimimus	UP001796415	f	3303	0
pp76832	Myroides odoratimimus	UP001796405	f	3337	0
pp76857	Fusobacterium polymorphum	UP000196759	t	2396	2396
pp76857	Fusobacterium polymorphum	UP000001921	f	2239	390
pp76857	Fusobacterium polymorphum	UP000197470	f	2158	202
pp76857	Fusobacterium polymorphum	UP000221852	f	2243	195
pp76857	Fusobacterium polymorphum	UP000223525	f	2249	175
pp76857	Fusobacterium polymorphum	UP000055238	f	2159	170
pp76857	Fusobacterium polymorphum	UP000221504	f	2173	158
pp76857	Fusobacterium polymorphum	UP000222862	f	2092	146
pp76857	Fusobacterium polymorphum	UP000197638	f	2180	102
pp76857	Fusobacterium polymorphum	UP000067061	f	2281	98
pp76857	Fusobacterium polymorphum	UP000224507	f	2245	88
pp76857	Fusobacterium polymorphum	UP000223087	f	2137	60
pp76857	Fusobacterium polymorphum	UP000224182	f	2266	54
pp76857	Fusobacterium polymorphum	UP000825767	f	2128	41
pp76857	Fusobacterium polymorphum	UP000225199	f	2067	35
pp76857	Fusobacterium polymorphum	UP000825896	f	2185	26
pp76857	Fusobacterium polymorphum	UP001322203	f	2111	22
pp76857	Fusobacterium polymorphum	UP001057113	f	2175	16
pp76857	Fusobacterium polymorphum	UP001323358	f	2128	14
pp76857	Fusobacterium polymorphum	UP001325367	f	2185	9
pp76857	Fusobacterium polymorphum	UP000225867	f	2239	9
pp76857	Fusobacterium polymorphum	UP001351866	f	1622	6
pp76857	Fusobacterium polymorphum	UP000229853	f	2243	4
pp76857	Fusobacterium polymorphum	UP001326665	f	2131	3
pp76857	Fusobacterium polymorphum	UP001322852	f	2258	0
pp76857	Fusobacterium polymorphum	UP001727354	f	2202	0
pp76859	Fusobacterium animalis	UP000005392	t	2746	2746
pp76859	Fusobacterium animalis	UP000004160	t	2560	1017
pp76859	Fusobacterium animalis	UP000004565	f	2181	272
pp76859	Fusobacterium animalis	UP000002799	f	2260	242
pp76859	Fusobacterium animalis	UP000004650	f	2154	182
pp76859	Fusobacterium animalis	UP000230719	f	2131	163
pp76859	Fusobacterium animalis	UP000063147	f	2096	136
pp76859	Fusobacterium animalis	UP000226179	f	2248	114
pp76859	Fusobacterium animalis	UP001560350	f	2149	100
pp76859	Fusobacterium animalis	UP000014361	f	2047	92
pp76859	Fusobacterium animalis	UP001560295	f	1960	46
pp76859	Fusobacterium animalis	UP000825712	f	2063	35
pp76859	Fusobacterium animalis	UP000004585	f	1960	35
pp76859	Fusobacterium animalis	UP000826400	f	1972	34
pp76859	Fusobacterium animalis	UP000826406	f	2107	26
pp76859	Fusobacterium animalis	UP001570940	f	2029	24
pp76859	Fusobacterium animalis	UP001570960	f	2123	16
pp76859	Fusobacterium animalis	UP001560274	f	2007	16
pp76859	Fusobacterium animalis	UP000229928	f	2135	15
pp76859	Fusobacterium animalis	UP000067009	f	2051	14
pp76859	Fusobacterium animalis	UP000005768	f	2071	13
pp76859	Fusobacterium animalis	UP001605290	f	2201	4
pp76859	Fusobacterium animalis	UP001570962	f	2168	2
pp76859	Fusobacterium animalis	UP001727353	f	2088	1
pp76859	Fusobacterium animalis	UP001560328	f	2147	1
pp76859	Fusobacterium animalis	UP001727424	f	1941	0
pp76860	Streptococcus constellatus	UP000016985	t	2026	2026
pp76860	Streptococcus constellatus	UP000005070	f	1799	332
pp76860	Streptococcus constellatus	UP000031339	f	1644	104
pp76860	Streptococcus constellatus	UP000266448	f	1622	69
pp76860	Streptococcus constellatus	UP000003287	f	1881	46
pp76860	Streptococcus constellatus	UP000385544	f	1281	22
pp76860	Streptococcus constellatus	UP000016983	f	1783	16
pp76860	Streptococcus constellatus	UP000016226	f	1753	15
pp76860	Streptococcus constellatus	UP000016225	f	1743	11
pp76860	Streptococcus constellatus	UP000595175	f	1724	6
pp76860	Streptococcus constellatus	UP000647144	f	1790	2
pp76860	Streptococcus constellatus	UP000595567	f	1676	2
pp76860	Streptococcus constellatus	UP001057886	f	1583	0
pp76860	Streptococcus constellatus	UP000831458	f	1796	0
pp76860	Streptococcus constellatus	UP000016227	f	1751	0
pp76935	Salipaludibacillus agaradhaerens	UP001057753	t	3922	3922
pp76935	Salipaludibacillus agaradhaerens	UP001058668	f	4049	563
pp76935	Salipaludibacillus agaradhaerens	UP001058670	f	3975	59
pp76935	Salipaludibacillus agaradhaerens	UP001059510	f	4012	3
pp770	Anaplasma marginale	UP000007307	t	917	917
pp770	Anaplasma marginale	UP000017743	f	824	34
pp770	Anaplasma marginale	UP000322337	f	916	32
pp770	Anaplasma marginale	UP000263453	f	906	21
pp770	Anaplasma marginale	UP000322445	f	925	18
pp770	Anaplasma marginale	UP000323766	f	925	12
pp770	Anaplasma marginale	UP000234654	f	915	5
pp770	Anaplasma marginale	UP000264014	f	894	4
pp770	Anaplasma marginale	UP000486498	f	925	2
pp770	Anaplasma marginale	UP000252811	f	939	2
pp770	Anaplasma marginale	UP000017757	f	762	2
pp770	Anaplasma marginale	UP000479791	f	923	1
pp770	Anaplasma marginale	UP000006557	f	904	1
pp77022	Cylindrospermopsis raciborskii	UP000236284	t	3203	3203
pp77022	Cylindrospermopsis raciborskii	UP000180058	f	2805	417
pp77022	Cylindrospermopsis raciborskii	UP000520201	f	2727	304
pp77022	Cylindrospermopsis raciborskii	UP000052045	f	3120	217
pp77022	Cylindrospermopsis raciborskii	UP000256673	f	2949	174
pp77022	Cylindrospermopsis raciborskii	UP000538075	f	2698	161
pp77022	Cylindrospermopsis raciborskii	UP000236342	f	3155	104
pp77022	Cylindrospermopsis raciborskii	UP001338231	f	3111	92
pp77022	Cylindrospermopsis raciborskii	UP001623949	f	2938	61
pp77022	Cylindrospermopsis raciborskii	UP000190056	f	2863	54
pp77022	Cylindrospermopsis raciborskii	UP000236355	f	3177	43
pp77022	Cylindrospermopsis raciborskii	UP000318952	f	2831	40
pp77022	Cylindrospermopsis raciborskii	UP001812968	f	3126	39
pp77022	Cylindrospermopsis raciborskii	UP000093903	f	3066	26
pp77022	Cylindrospermopsis raciborskii	UP000523131	f	2692	25
pp77022	Cylindrospermopsis raciborskii	UP001623950	f	3008	16
pp77022	Cylindrospermopsis raciborskii	UP000236485	f	3148	16
pp77022	Cylindrospermopsis raciborskii	UP000192997	f	2510	16
pp77022	Cylindrospermopsis raciborskii	UP000236635	f	3082	15
pp77022	Cylindrospermopsis raciborskii	UP000236561	f	3149	12
pp77022	Cylindrospermopsis raciborskii	UP001623967	f	2931	11
pp77022	Cylindrospermopsis raciborskii	UP000236602	f	3177	10
pp77022	Cylindrospermopsis raciborskii	UP000236143	f	3176	10
pp77022	Cylindrospermopsis raciborskii	UP000236533	f	3170	6
pp77022	Cylindrospermopsis raciborskii	UP000179738	f	2873	6
pp77022	Cylindrospermopsis raciborskii	UP001817248	f	3065	2
pp77022	Cylindrospermopsis raciborskii	UP001624064	f	2932	2
pp77022	Cylindrospermopsis raciborskii	UP000548461	f	2727	1
pp77094	Candidatus Epulonipiscium fishelsonii	UP000188605	t	2666	2666
pp77094	Candidatus Epulonipiscium fishelsonii	UP000188637	t	1564	1048
pp77094	Candidatus Epulonipiscium fishelsonii	UP000189000	f	941	125
pp77094	Candidatus Epulonipiscium fishelsonii	UP000189130	f	2419	84
pp77095	Segatella bryantii	UP000216189	t	2643	2643
pp77095	Segatella bryantii	UP000887043	f	2787	434
pp77095	Segatella bryantii	UP000182952	f	2640	416
pp77095	Segatella bryantii	UP000183264	f	2684	348
pp77095	Segatella bryantii	UP001251975	f	2558	154
pp77097	Vreelandella aquamarina	UP000501053	t	3790	3790
pp77097	Vreelandella aquamarina	UP001319846	t	3353	2491
pp77097	Vreelandella aquamarina	UP000463949	f	3053	680
pp77097	Vreelandella aquamarina	UP000185024	f	3434	652
pp77097	Vreelandella aquamarina	UP000032461	f	2865	204
pp77097	Vreelandella aquamarina	UP000315884	f	2473	130
pp77097	Vreelandella aquamarina	UP000503197	f	3086	91
pp77097	Vreelandella aquamarina	UP000199493	f	3020	91
pp77097	Vreelandella aquamarina	UP001140015	f	2939	13
pp77097	Vreelandella aquamarina	UP000315154	f	3371	8
pp77097	Vreelandella aquamarina	UP000184839	f	3421	8
pp77097	Vreelandella aquamarina	UP000184886	f	3419	1
pp77097	Vreelandella aquamarina	UP001223878	f	3053	0
pp77298	Pseudomonas jessenii	UP000306272	t	5513	5513
pp77298	Pseudomonas jessenii	UP000198542	t	5803	3167
pp77298	Pseudomonas jessenii	UP000247437	f	6556	2175
pp77298	Pseudomonas jessenii	UP000255365	f	5543	1962
pp77298	Pseudomonas jessenii	UP001675446	f	5469	455
pp77298	Pseudomonas jessenii	UP001360368	f	5474	413
pp77298	Pseudomonas jessenii	UP000215007	f	5789	112
pp774	Bartonella bacilliformis	UP000009359	t	1201	1201
pp774	Bartonella bacilliformis	UP000031740	f	1099	77
pp774	Bartonella bacilliformis	UP000031738	f	1220	54
pp774	Bartonella bacilliformis	UP000020764	f	1181	41
pp774	Bartonella bacilliformis	UP001708785	f	1120	27
pp774	Bartonella bacilliformis	UP000023119	f	1168	26
pp774	Bartonella bacilliformis	UP001708777	f	1192	17
pp774	Bartonella bacilliformis	UP000000643	f	1175	13
pp774	Bartonella bacilliformis	UP000059456	f	1141	10
pp774	Bartonella bacilliformis	UP000031736	f	1182	9
pp774	Bartonella bacilliformis	UP000023366	f	1182	6
pp774	Bartonella bacilliformis	UP001708796	f	1128	4
pp774	Bartonella bacilliformis	UP001708747	f	1120	4
pp774	Bartonella bacilliformis	UP001708734	f	1133	3
pp774	Bartonella bacilliformis	UP001708753	f	1116	3
pp774	Bartonella bacilliformis	UP000031741	f	1164	3
pp774	Bartonella bacilliformis	UP000031735	f	1174	3
pp774	Bartonella bacilliformis	UP001708847	f	1129	2
pp774	Bartonella bacilliformis	UP000031734	f	1180	2
pp774	Bartonella bacilliformis	UP000076451	f	1131	2
pp774	Bartonella bacilliformis	UP001811208	f	1109	1
pp774	Bartonella bacilliformis	UP001708810	f	1118	1
pp774	Bartonella bacilliformis	UP000327017	f	1121	1
pp774	Bartonella bacilliformis	UP000027403	f	1186	1
pp774	Bartonella bacilliformis	UP000076477	f	1123	1
pp774	Bartonella bacilliformis	UP001811242	f	1175	0
pp774	Bartonella bacilliformis	UP001811212	f	1109	0
pp774	Bartonella bacilliformis	UP001811241	f	1110	0
pp774	Bartonella bacilliformis	UP001708829	f	1111	0
pp774	Bartonella bacilliformis	UP001708806	f	1114	0
pp774	Bartonella bacilliformis	UP001708750	f	1124	0
pp774	Bartonella bacilliformis	UP001708771	f	1192	0
pp774	Bartonella bacilliformis	UP001708778	f	1125	0
pp774	Bartonella bacilliformis	UP001708880	f	1114	0
pp774	Bartonella bacilliformis	UP001708757	f	1103	0
pp774	Bartonella bacilliformis	UP001709010	f	1116	0
pp774	Bartonella bacilliformis	UP001708755	f	1099	0
pp774	Bartonella bacilliformis	UP001708794	f	1118	0
pp774	Bartonella bacilliformis	UP001708772	f	1117	0
pp774	Bartonella bacilliformis	UP001708773	f	1128	0
pp774	Bartonella bacilliformis	UP001708731	f	1117	0
pp774	Bartonella bacilliformis	UP001708793	f	1117	0
pp774	Bartonella bacilliformis	UP001708808	f	1120	0
pp774	Bartonella bacilliformis	UP001709050	f	1188	0
pp774	Bartonella bacilliformis	UP000031739	f	1176	0
pp77608	Pseudoalteromonas distincta	UP001242314	t	3888	3888
pp77608	Pseudoalteromonas distincta	UP000004934	f	3604	234
pp77608	Pseudoalteromonas distincta	UP000316174	f	3627	174
pp77608	Pseudoalteromonas distincta	UP000822879	f	3590	154
pp77608	Pseudoalteromonas distincta	UP000310065	f	3695	154
pp77608	Pseudoalteromonas distincta	UP000606040	f	3645	72
pp77608	Pseudoalteromonas distincta	UP000031028	f	3824	26
pp77608	Pseudoalteromonas distincta	UP000325242	f	3679	24
pp77608	Pseudoalteromonas distincta	UP001406095	f	3453	19
pp77608	Pseudoalteromonas distincta	UP001143184	f	3682	10
pp77608	Pseudoalteromonas distincta	UP000031296	f	3818	0
pp77608	Pseudoalteromonas distincta	UP001562540	f	3149	0
pp777	Coxiella burnetii	UP000002671	t	1796	1796
pp777	Coxiella burnetii	UP000008555	f	1986	217
pp777	Coxiella burnetii	UP000070375	f	1890	159
pp777	Coxiella burnetii	UP000004522	f	1889	104
pp777	Coxiella burnetii	UP000008557	f	1816	95
pp777	Coxiella burnetii	UP000215486	f	1786	48
pp777	Coxiella burnetii	UP000215052	f	2038	39
pp777	Coxiella burnetii	UP000215516	f	1908	38
pp777	Coxiella burnetii	UP000221533	f	1908	26
pp777	Coxiella burnetii	UP000273433	f	1867	17
pp777	Coxiella burnetii	UP000269970	f	1908	16
pp777	Coxiella burnetii	UP001164398	f	1817	15
pp777	Coxiella burnetii	UP001620265	f	1767	14
pp777	Coxiella burnetii	UP000225588	f	1904	14
pp777	Coxiella burnetii	UP000236519	f	1878	12
pp777	Coxiella burnetii	UP000002504	f	1842	11
pp777	Coxiella burnetii	UP000221396	f	1788	10
pp777	Coxiella burnetii	UP000007729	f	1768	10
pp777	Coxiella burnetii	UP000003628	f	1634	10
pp777	Coxiella burnetii	UP000070419	f	1882	9
pp777	Coxiella burnetii	UP000029903	f	1884	8
pp777	Coxiella burnetii	UP000192240	f	1951	7
pp777	Coxiella burnetii	UP000236601	f	1879	5
pp777	Coxiella burnetii	UP000222590	f	1893	5
pp777	Coxiella burnetii	UP000215556	f	2045	5
pp777	Coxiella burnetii	UP000236201	f	1911	2
pp777	Coxiella burnetii	UP000224018	f	1874	2
pp777	Coxiella burnetii	UP000223812	f	1888	2
pp777	Coxiella burnetii	UP000221789	f	1891	2
pp777	Coxiella burnetii	UP000193159	f	1902	2
pp777	Coxiella burnetii	UP000033654	f	1854	1
pp777	Coxiella burnetii	UP000298644	f	1939	1
pp777	Coxiella burnetii	UP000280139	f	1865	1
pp777	Coxiella burnetii	UP000237342	f	1900	1
pp777	Coxiella burnetii	UP000226237	f	1895	1
pp777	Coxiella burnetii	UP000224807	f	1903	1
pp777	Coxiella burnetii	UP000214957	f	1975	1
pp777	Coxiella burnetii	UP000236433	f	1909	0
pp777	Coxiella burnetii	UP000222227	f	1901	0
pp777	Coxiella burnetii	UP000236274	f	1909	0
pp777	Coxiella burnetii	UP000277210	f	1867	0
pp777	Coxiella burnetii	UP000215571	f	1975	0
pp777	Coxiella burnetii	UP000215478	f	1972	0
pp777	Coxiella burnetii	UP000221894	f	1902	0
pp777	Coxiella burnetii	UP000237458	f	1970	0
pp777	Coxiella burnetii	UP000215041	f	1974	0
pp777	Coxiella burnetii	UP000282875	f	1833	0
pp777	Coxiella burnetii	UP000237214	f	1970	0
pp777	Coxiella burnetii	UP000215079	f	1971	0
pp777	Coxiella burnetii	UP000236914	f	1972	0
pp777	Coxiella burnetii	UP000214959	f	1974	0
pp777	Coxiella burnetii	UP000236890	f	1945	0
pp777	Coxiella burnetii	UP000222239	f	1901	0
pp777	Coxiella burnetii	UP000236883	f	1971	0
pp777	Coxiella burnetii	UP000236353	f	1909	0
pp777	Coxiella burnetii	UP001317776	f	1796	0
pp777	Coxiella burnetii	UP001317529	f	1755	0
pp777	Coxiella burnetii	UP001687762	f	1907	0
pp779	Ehrlichia ruminantium	UP000001021	t	950	950
pp779	Ehrlichia ruminantium	UP000422822	t	913	577
pp779	Ehrlichia ruminantium	UP000092677	f	946	91
pp779	Ehrlichia ruminantium	UP000092541	f	967	53
pp779	Ehrlichia ruminantium	UP000092569	f	921	27
pp779	Ehrlichia ruminantium	UP000510828	f	919	25
pp779	Ehrlichia ruminantium	UP000000533	f	911	16
pp779	Ehrlichia ruminantium	UP000092731	f	962	13
pp779	Ehrlichia ruminantium	UP000510742	f	909	7
pp779	Ehrlichia ruminantium	UP000006739	f	881	2
pp779	Ehrlichia ruminantium	UP000830095	f	894	1
pp779	Ehrlichia ruminantium	UP000510933	f	914	1
pp779	Ehrlichia ruminantium	UP000510767	f	912	1
pp779	Ehrlichia ruminantium	UP000427539	f	904	1
pp779	Ehrlichia ruminantium	UP000830132	f	894	0
pp779	Ehrlichia ruminantium	UP000830154	f	903	0
pp779	Ehrlichia ruminantium	UP000423562	f	907	0
pp779	Ehrlichia ruminantium	UP000510740	f	918	0
pp779	Ehrlichia ruminantium	UP000510876	f	902	0
pp779	Ehrlichia ruminantium	UP000510749	f	914	0
pp779	Ehrlichia ruminantium	UP000510687	f	913	0
pp779	Ehrlichia ruminantium	UP000510872	f	904	0
pp779	Ehrlichia ruminantium	UP000510871	f	905	0
pp781	Rickettsia conorii	UP000000816	t	1372	1372
pp781	Rickettsia conorii	UP001056268	f	1315	179
pp781	Rickettsia conorii	UP000000865	f	1204	175
pp781	Rickettsia conorii	UP000077462	f	1058	115
pp781	Rickettsia conorii	UP000422519	f	1206	112
pp781	Rickettsia conorii	UP000187178	f	1128	2
pp781	Rickettsia conorii	UP001164146	f	1221	1
pp781	Rickettsia conorii	UP000425551	f	1206	0
pp781	Rickettsia conorii	UP000422941	f	1206	0
pp781	Rickettsia conorii	UP000425540	f	1206	0
pp781	Rickettsia conorii	UP001686944	f	1286	0
pp782	Rickettsia prowazekii	UP000002480	t	834	834
pp782	Rickettsia prowazekii	UP000006931	f	877	69
pp782	Rickettsia prowazekii	UP000012676	f	902	29
pp782	Rickettsia prowazekii	UP000012677	f	905	17
pp782	Rickettsia prowazekii	UP000007580	f	834	8
pp782	Rickettsia prowazekii	UP000013357	f	905	7
pp782	Rickettsia prowazekii	UP000007583	f	827	1
pp782	Rickettsia prowazekii	UP000007585	f	842	0
pp782	Rickettsia prowazekii	UP000007586	f	845	0
pp782	Rickettsia prowazekii	UP000007582	f	835	0
pp782	Rickettsia prowazekii	UP000013390	f	892	0
pp782	Rickettsia prowazekii	UP000007584	f	843	0
pp78245	Xanthobacter versatilis	UP000002417	t	4868	4868
pp78245	Xanthobacter versatilis	UP001603867	f	4487	614
pp78245	Xanthobacter versatilis	UP001603869	f	4470	489
pp78245	Xanthobacter versatilis	UP001604000	f	4572	338
pp78245	Xanthobacter versatilis	UP001603868	f	4312	330
pp78245	Xanthobacter versatilis	UP001603871	f	4436	313
pp78245	Xanthobacter versatilis	UP001604001	f	4702	228
pp78245	Xanthobacter versatilis	UP001603870	f	4210	220
pp78245	Xanthobacter versatilis	UP001603895	f	4378	184
pp78258	Parascardovia denticolens	UP000004946	t	1676	1676
pp78258	Parascardovia denticolens	UP000004842	f	1607	296
pp78258	Parascardovia denticolens	UP000005127	f	1538	39
pp78258	Parascardovia denticolens	UP000035701	f	1542	27
pp783	Rickettsia rickettsii	UP000000796	t	1384	1384
pp783	Rickettsia rickettsii	UP000006832	t	1345	115
pp783	Rickettsia rickettsii	UP001673837	f	1322	76
pp783	Rickettsia rickettsii	UP001056122	f	1311	58
pp783	Rickettsia rickettsii	UP000031848	f	1341	47
pp783	Rickettsia rickettsii	UP000007876	f	1347	33
pp783	Rickettsia rickettsii	UP001674114	f	1334	17
pp783	Rickettsia rickettsii	UP001056150	f	1320	9
pp783	Rickettsia rickettsii	UP000008001	f	1297	9
pp783	Rickettsia rickettsii	UP000007877	f	1329	9
pp783	Rickettsia rickettsii	UP001232877	f	1326	5
pp783	Rickettsia rickettsii	UP000031921	f	1334	3
pp783	Rickettsia rickettsii	UP000007998	f	1342	2
pp783	Rickettsia rickettsii	UP000007996	f	1335	2
pp783	Rickettsia rickettsii	UP001674169	f	1348	1
pp783	Rickettsia rickettsii	UP001674167	f	1349	1
pp783	Rickettsia rickettsii	UP001674166	f	1333	1
pp783	Rickettsia rickettsii	UP000187004	f	1378	0
pp783	Rickettsia rickettsii	UP000187450	f	1378	0
pp783	Rickettsia rickettsii	UP001056581	f	1313	0
pp783	Rickettsia rickettsii	UP001674222	f	1349	0
pp783	Rickettsia rickettsii	UP001674115	f	1352	0
pp783	Rickettsia rickettsii	UP001674182	f	1357	0
pp783	Rickettsia rickettsii	UP001674168	f	1347	0
pp783	Rickettsia rickettsii	UP001674202	f	1343	0
pp783	Rickettsia rickettsii	UP000008000	f	1340	0
pp78327	Pseudomonas mosselii	UP000825591	t	5623	5623
pp78327	Pseudomonas mosselii	UP000309819	t	4630	2192
pp78327	Pseudomonas mosselii	UP000598108	f	5216	361
pp78327	Pseudomonas mosselii	UP000192990	f	4827	274
pp78327	Pseudomonas mosselii	UP000217323	f	4818	163
pp78327	Pseudomonas mosselii	UP001059087	f	4967	149
pp78327	Pseudomonas mosselii	UP000070322	f	4725	122
pp78327	Pseudomonas mosselii	UP000094454	f	4790	85
pp78327	Pseudomonas mosselii	UP000604483	f	4893	81
pp78327	Pseudomonas mosselii	UP000607155	f	4880	68
pp78327	Pseudomonas mosselii	UP000248037	f	4501	62
pp78327	Pseudomonas mosselii	UP001058144	f	4881	29
pp78327	Pseudomonas mosselii	UP001172724	f	4895	23
pp78327	Pseudomonas mosselii	UP001372908	f	4970	15
pp78327	Pseudomonas mosselii	UP001294464	f	5044	14
pp78327	Pseudomonas mosselii	UP001819554	f	4799	13
pp78327	Pseudomonas mosselii	UP001822711	f	5085	8
pp78327	Pseudomonas mosselii	UP001445454	f	4941	6
pp78327	Pseudomonas mosselii	UP000620704	f	5218	4
pp78327	Pseudomonas mosselii	UP001861113	f	4884	1
pp78343	Bifidobacterium boum	UP000029093	t	1722	1722
pp78343	Bifidobacterium boum	UP001689860	f	1747	404
pp78343	Bifidobacterium boum	UP001848905	f	1667	259
pp78343	Bifidobacterium boum	UP001848954	f	1699	199
pp78343	Bifidobacterium boum	UP001849034	f	1643	144
pp78343	Bifidobacterium boum	UP001848994	f	1705	25
pp78355	Streptomyces somaliensis	UP000570003	t	4150	4150
pp78355	Streptomyces somaliensis	UP001205876	f	3449	795
pp78355	Streptomyces somaliensis	UP001936870	f	3532	320
pp78355	Streptomyces somaliensis	UP001936839	f	4082	245
pp78355	Streptomyces somaliensis	UP001936893	f	3375	178
pp78398	Pectobacterium odoriferum	UP000029447	t	4659	4659
pp78398	Pectobacterium odoriferum	UP000237274	f	4287	560
pp78398	Pectobacterium odoriferum	UP000464004	f	3944	175
pp78398	Pectobacterium odoriferum	UP000033117	f	3806	144
pp78398	Pectobacterium odoriferum	UP000236980	f	4308	105
pp78398	Pectobacterium odoriferum	UP000029439	f	4057	98
pp78398	Pectobacterium odoriferum	UP000236918	f	4195	93
pp78398	Pectobacterium odoriferum	UP000237008	f	4202	72
pp78398	Pectobacterium odoriferum	UP000237150	f	4094	52
pp78398	Pectobacterium odoriferum	UP000236957	f	4180	52
pp78398	Pectobacterium odoriferum	UP000237442	f	4218	41
pp78398	Pectobacterium odoriferum	UP000531376	f	4147	33
pp78398	Pectobacterium odoriferum	UP001491975	f	4328	25
pp78398	Pectobacterium odoriferum	UP000237236	f	4221	20
pp78398	Pectobacterium odoriferum	UP001469978	f	4159	16
pp78398	Pectobacterium odoriferum	UP000237245	f	4332	8
pp78398	Pectobacterium odoriferum	UP000237188	f	4282	3
pp78398	Pectobacterium odoriferum	UP000237026	f	4186	3
pp78398	Pectobacterium odoriferum	UP001495777	f	4249	2
pp78398	Pectobacterium odoriferum	UP000237148	f	4285	0
pp784	Orientia tsutsugamushi	UP000244959	t	1238	1238
pp784	Orientia tsutsugamushi	UP000033627	f	1252	164
pp784	Orientia tsutsugamushi	UP000033671	f	1226	159
pp784	Orientia tsutsugamushi	UP000001033	f	1123	157
pp784	Orientia tsutsugamushi	UP000244943	f	1279	111
pp784	Orientia tsutsugamushi	UP000033580	f	897	110
pp784	Orientia tsutsugamushi	UP001667876	f	1104	105
pp784	Orientia tsutsugamushi	UP000033769	f	1123	60
pp784	Orientia tsutsugamushi	UP000244921	f	1174	48
pp784	Orientia tsutsugamushi	UP000245243	f	1207	43
pp784	Orientia tsutsugamushi	UP000244960	f	1126	43
